MTHD,MODL,NTAX,NGEN,TRLN,REPL,DATA,DMAT,STRE,SMAX,SECS
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,08,intron,log-det,RAxML,30,13.684571
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,08,intron,log-det,RAxML,30,8.760606
ASTRAL,100tax+75gen,100,75,10M,09,exon,NA,ASTRAL,NA,6.515
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,09,exon,AGID,ASTRAL,30,28.473161796569798
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,09,exon,AGID,ASTRAL,30,11.1631617965698
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,09,exon,log-det,ASTRAL,30,12.030999999999999
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,09,exon,log-det,ASTRAL,30,9.062999999999999
SVDquartets,100tax+75gen,100,75,10M,09,exon,NA,SVDquartets,NA,232
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,09,exon,AGID,SVDquartets,30,88.4441617965698
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,09,exon,AGID,SVDquartets,30,31.7541617965698
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,09,exon,log-det,SVDquartets,30,88.93
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,09,exon,log-det,SVDquartets,30,32.18
RAxML,100tax+75gen,100,75,10M,09,exon,NA,RAxML,NA,123.817388
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,09,exon,AGID,RAxML,30,44.1847247965698
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,09,exon,AGID,RAxML,30,18.330570796569802
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,09,exon,log-det,RAxML,30,50.533256
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,09,exon,log-det,RAxML,30,19.481895
ASTRAL,100tax+75gen,100,75,10M,09,intron,NA,ASTRAL,NA,3.809
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,09,intron,AGID,ASTRAL,30,23.0940280437469
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,09,intron,AGID,ASTRAL,30,9.8030280437469
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,09,intron,log-det,ASTRAL,30,10.508
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,09,intron,log-det,ASTRAL,30,7.9079999999999995
SVDquartets,100tax+75gen,100,75,10M,09,intron,NA,SVDquartets,NA,280
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,09,intron,AGID,SVDquartets,30,84.2740280437469
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,09,intron,AGID,SVDquartets,30,30.7540280437469
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,09,intron,log-det,SVDquartets,30,75.63
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,09,intron,log-det,SVDquartets,30,27.32
RAxML,100tax+75gen,100,75,10M,09,intron,NA,RAxML,NA,169.850665
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,09,intron,AGID,RAxML,30,71.50140504374691
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,09,intron,AGID,RAxML,30,28.4685820437469
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,09,intron,log-det,RAxML,30,62.837342
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,09,intron,log-det,RAxML,30,25.155635
ASTRAL,100tax+75gen,100,75,10M,10,exon,NA,ASTRAL,NA,5.677
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,10,exon,AGID,ASTRAL,30,23.6383198680878
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,10,exon,AGID,ASTRAL,30,10.3593198680878
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,10,exon,log-det,ASTRAL,30,9.617
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,10,exon,log-det,ASTRAL,30,7.057
SVDquartets,100tax+75gen,100,75,10M,10,exon,NA,SVDquartets,NA,195
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,10,exon,AGID,SVDquartets,30,74.4043198680878
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,10,exon,AGID,SVDquartets,30,22.7443198680878
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,10,exon,log-det,SVDquartets,30,72.29
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,10,exon,log-det,SVDquartets,30,23.05
RAxML,100tax+75gen,100,75,10M,10,exon,NA,RAxML,NA,93.512318
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,10,exon,AGID,RAxML,30,24.224314868087802
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,10,exon,AGID,RAxML,30,10.4880228680878
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,10,exon,log-det,RAxML,30,29.363118
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,10,exon,log-det,RAxML,30,13.524889
ASTRAL,100tax+75gen,100,75,10M,10,intron,NA,ASTRAL,NA,3.447
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,10,intron,AGID,ASTRAL,30,22.0819720153809
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,10,intron,AGID,ASTRAL,30,9.2609720153809
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,10,intron,log-det,ASTRAL,30,8.009
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,10,intron,log-det,ASTRAL,30,5.922000000000001
SVDquartets,100tax+75gen,100,75,10M,10,intron,NA,SVDquartets,NA,215
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,10,intron,AGID,SVDquartets,30,70.6339720153809
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,10,intron,AGID,SVDquartets,30,21.5539720153809
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,10,intron,log-det,SVDquartets,30,71.35000000000001
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,10,intron,log-det,SVDquartets,30,22.51
RAxML,100tax+75gen,100,75,10M,10,intron,NA,RAxML,NA,118.324894
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,10,intron,AGID,RAxML,30,21.659660015380897
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,10,intron,AGID,RAxML,30,9.9976950153809
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,10,intron,log-det,RAxML,30,22.291472
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,10,intron,log-det,RAxML,30,10.758291
ASTRAL,100tax+75gen,100,75,10M,11,exon,NA,ASTRAL,NA,5.726
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,11,exon,AGID,ASTRAL,30,21.4802750453949
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,11,exon,AGID,ASTRAL,30,10.4462750453949
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,11,exon,log-det,ASTRAL,30,9.591
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,11,exon,log-det,ASTRAL,30,6.879
SVDquartets,100tax+75gen,100,75,10M,11,exon,NA,SVDquartets,NA,227
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,11,exon,AGID,SVDquartets,30,71.22427504539489
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,11,exon,AGID,SVDquartets,30,23.984275045394902
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,11,exon,log-det,SVDquartets,30,72.92
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,11,exon,log-det,SVDquartets,30,24.94
RAxML,100tax+75gen,100,75,10M,11,exon,NA,RAxML,NA,148.834580
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,11,exon,AGID,RAxML,30,44.632986045394894
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,11,exon,AGID,RAxML,30,18.3498710453949
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,11,exon,log-det,RAxML,30,40.380351
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,11,exon,log-det,RAxML,30,16.961266000000002
ASTRAL,100tax+75gen,100,75,10M,11,intron,NA,ASTRAL,NA,3.865
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,11,intron,AGID,ASTRAL,30,20.0477560081482
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,11,intron,AGID,ASTRAL,30,9.7907560081482
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,11,intron,log-det,ASTRAL,30,10.066
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,11,intron,log-det,ASTRAL,30,7.7989999999999995
SVDquartets,100tax+75gen,100,75,10M,11,intron,NA,SVDquartets,NA,278
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,11,intron,AGID,SVDquartets,30,72.62375600814819
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,11,intron,AGID,SVDquartets,30,25.8837560081482
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,11,intron,log-det,SVDquartets,30,76.55999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,11,intron,log-det,SVDquartets,30,26.88
RAxML,100tax+75gen,100,75,10M,11,intron,NA,RAxML,NA,156.886090
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,11,intron,AGID,RAxML,30,61.1354250081482
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,11,intron,AGID,RAxML,30,22.050936008148202
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,11,intron,log-det,RAxML,30,67.60621
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,11,intron,log-det,RAxML,30,27.025288
ASTRAL,100tax+75gen,100,75,10M,12,exon,NA,ASTRAL,NA,4.676
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,12,exon,AGID,ASTRAL,30,25.2836409454346
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,12,exon,AGID,ASTRAL,30,11.4346409454346
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,12,exon,log-det,ASTRAL,30,7.574
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,12,exon,log-det,ASTRAL,30,5.02
SVDquartets,100tax+75gen,100,75,10M,12,exon,NA,SVDquartets,NA,239
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,12,exon,AGID,SVDquartets,30,82.3956409454346
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,12,exon,AGID,SVDquartets,30,28.8656409454346
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,12,exon,log-det,SVDquartets,30,75.91999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,12,exon,log-det,SVDquartets,30,26.72
RAxML,100tax+75gen,100,75,10M,12,exon,NA,RAxML,NA,123.919858
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,12,exon,AGID,RAxML,30,58.23096194543459
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,12,exon,AGID,RAxML,30,19.365283945434598
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,12,exon,log-det,RAxML,30,51.86691
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,12,exon,log-det,RAxML,30,19.24964
ASTRAL,100tax+75gen,100,75,10M,12,intron,NA,ASTRAL,NA,4.297
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,12,intron,AGID,ASTRAL,30,21.561044017791698
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,12,intron,AGID,ASTRAL,30,9.2710440177917
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,12,intron,log-det,ASTRAL,30,8.396
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,12,intron,log-det,ASTRAL,30,5.9079999999999995
SVDquartets,100tax+75gen,100,75,10M,12,intron,NA,SVDquartets,NA,243
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,12,intron,AGID,SVDquartets,30,78.0740440177917
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,12,intron,AGID,SVDquartets,30,24.744044017791698
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,12,intron,log-det,SVDquartets,30,80.12
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,12,intron,log-det,SVDquartets,30,26.07
RAxML,100tax+75gen,100,75,10M,12,intron,NA,RAxML,NA,166.504459
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,12,intron,AGID,RAxML,30,56.118013017791704
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,12,intron,AGID,RAxML,30,21.284218017791698
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,12,intron,log-det,RAxML,30,64.385976
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,12,intron,log-det,RAxML,30,26.55497
ASTRAL,100tax+75gen,100,75,10M,13,exon,NA,ASTRAL,NA,3.791
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,13,exon,AGID,ASTRAL,30,25.867102161407498
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,13,exon,AGID,ASTRAL,30,10.5921021614075
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,13,exon,log-det,ASTRAL,30,12.045
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,13,exon,log-det,ASTRAL,30,9.5
SVDquartets,100tax+75gen,100,75,10M,13,exon,NA,SVDquartets,NA,208
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,13,exon,AGID,SVDquartets,30,73.8011021614075
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,13,exon,AGID,SVDquartets,30,26.1011021614075
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,13,exon,log-det,SVDquartets,30,70.81
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,13,exon,log-det,SVDquartets,30,29.07
RAxML,100tax+75gen,100,75,10M,13,exon,NA,RAxML,NA,94.823929
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,13,exon,AGID,RAxML,30,27.608149161407496
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,13,exon,AGID,RAxML,30,12.224261161407501
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,13,exon,log-det,RAxML,30,31.614861000000005
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,13,exon,log-det,RAxML,30,21.263693
ASTRAL,100tax+75gen,100,75,10M,13,intron,NA,ASTRAL,NA,3.722
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,13,intron,AGID,ASTRAL,30,19.354617891311598
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,13,intron,AGID,ASTRAL,30,8.5546178913116
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,13,intron,log-det,ASTRAL,30,8.076
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,13,intron,log-det,ASTRAL,30,6.006
SVDquartets,100tax+75gen,100,75,10M,13,intron,NA,SVDquartets,NA,264
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,13,intron,AGID,SVDquartets,30,76.08461789131161
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,13,intron,AGID,SVDquartets,30,27.3346178913116
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,13,intron,log-det,SVDquartets,30,71.6
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,13,intron,log-det,SVDquartets,30,26.63
RAxML,100tax+75gen,100,75,10M,13,intron,NA,RAxML,NA,127.474295
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,13,intron,AGID,RAxML,30,35.0553128913116
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,13,intron,AGID,RAxML,30,16.390871891311598
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,13,intron,log-det,RAxML,30,35.566136
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,13,intron,log-det,RAxML,30,15.857814
ASTRAL,100tax+75gen,100,75,10M,14,exon,NA,ASTRAL,NA,5.623
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,14,exon,AGID,ASTRAL,30,23.9358400974274
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,14,exon,AGID,ASTRAL,30,10.107840097427399
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,14,exon,log-det,ASTRAL,30,7.753
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,14,exon,log-det,ASTRAL,30,5.2620000000000005
SVDquartets,100tax+75gen,100,75,10M,14,exon,NA,SVDquartets,NA,204
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,14,exon,AGID,SVDquartets,30,79.9348400974274
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,14,exon,AGID,SVDquartets,30,31.1648400974274
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,14,exon,log-det,SVDquartets,30,72.62
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,14,exon,log-det,SVDquartets,30,25.11
RAxML,100tax+75gen,100,75,10M,14,exon,NA,RAxML,NA,133.978110
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,14,exon,AGID,RAxML,30,43.27698809742739
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,14,exon,AGID,RAxML,30,22.8034510974274
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,14,exon,log-det,RAxML,30,41.694489
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,14,exon,log-det,RAxML,30,17.802030000000002
ASTRAL,100tax+75gen,100,75,10M,14,intron,NA,ASTRAL,NA,4.147
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,14,intron,AGID,ASTRAL,30,21.7526479320526
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,14,intron,AGID,ASTRAL,30,11.0136479320526
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,14,intron,log-det,ASTRAL,30,8.783999999999999
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,14,intron,log-det,ASTRAL,30,6.112
SVDquartets,100tax+75gen,100,75,10M,14,intron,NA,SVDquartets,NA,268
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,14,intron,AGID,SVDquartets,30,73.58464793205259
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,14,intron,AGID,SVDquartets,30,26.364647932052602
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,14,intron,log-det,SVDquartets,30,74.68
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,14,intron,log-det,SVDquartets,30,26.33
RAxML,100tax+75gen,100,75,10M,14,intron,NA,RAxML,NA,208.718437
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,14,intron,AGID,RAxML,30,72.6056949320526
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,14,intron,AGID,RAxML,30,30.880197932052603
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,14,intron,log-det,RAxML,30,71.34582400000001
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,14,intron,log-det,RAxML,30,29.482102
ASTRAL,100tax+75gen,100,75,10M,15,exon,NA,ASTRAL,NA,5.763
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,15,exon,AGID,ASTRAL,30,25.8290798435211
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,15,exon,AGID,ASTRAL,30,10.743079843521102
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,15,exon,log-det,ASTRAL,30,8.753
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,15,exon,log-det,ASTRAL,30,5.861
SVDquartets,100tax+75gen,100,75,10M,15,exon,NA,SVDquartets,NA,216
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,15,exon,AGID,SVDquartets,30,65.2330798435211
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,15,exon,AGID,SVDquartets,30,20.7230798435211
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,15,exon,log-det,SVDquartets,30,68.41
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,15,exon,log-det,SVDquartets,30,21.4
RAxML,100tax+75gen,100,75,10M,15,exon,NA,RAxML,NA,133.441280
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,15,exon,AGID,RAxML,30,47.185220843521094
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,15,exon,AGID,RAxML,30,18.5823398435211
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,15,exon,log-det,RAxML,30,43.934656000000004
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,15,exon,log-det,RAxML,30,17.120328999999998
ASTRAL,100tax+75gen,100,75,10M,15,intron,NA,ASTRAL,NA,3.903
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,15,intron,AGID,ASTRAL,30,23.4497511672974
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,15,intron,AGID,ASTRAL,30,11.8247511672974
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,15,intron,log-det,ASTRAL,30,9.658999999999999
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,15,intron,log-det,ASTRAL,30,6.938
SVDquartets,100tax+75gen,100,75,10M,15,intron,NA,SVDquartets,NA,265
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,15,intron,AGID,SVDquartets,30,89.85475116729741
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,15,intron,AGID,SVDquartets,30,34.4547511672974
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,15,intron,log-det,SVDquartets,30,69.24
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,15,intron,log-det,SVDquartets,30,23.56
RAxML,100tax+75gen,100,75,10M,15,intron,NA,RAxML,NA,191.775404
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,15,intron,AGID,RAxML,30,95.42301316729741
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,15,intron,AGID,RAxML,30,34.9152291672974
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,15,intron,log-det,RAxML,30,88.024453
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,15,intron,log-det,RAxML,30,31.936962
ASTRAL,100tax+75gen,100,75,10M,16,exon,NA,ASTRAL,NA,5.304
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,16,exon,AGID,ASTRAL,30,23.144874025344798
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,16,exon,AGID,ASTRAL,30,9.4248740253448
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,16,exon,log-det,ASTRAL,30,10.839
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,16,exon,log-det,ASTRAL,30,7.938
SVDquartets,100tax+75gen,100,75,10M,16,exon,NA,SVDquartets,NA,226
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,16,exon,AGID,SVDquartets,30,64.58387402534481
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,16,exon,AGID,SVDquartets,30,23.5938740253448
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,16,exon,log-det,SVDquartets,30,70.92
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,16,exon,log-det,SVDquartets,30,24.56
RAxML,100tax+75gen,100,75,10M,16,exon,NA,RAxML,NA,98.354165
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,16,exon,AGID,RAxML,30,23.280209025344796
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,16,exon,AGID,RAxML,30,13.0905380253448
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,16,exon,log-det,RAxML,30,24.059493
"NJMerge(RAxML,log-det)-Parallel",100tax+75gen,100,75,10M,16,exon,log-det,RAxML,30,13.499444
ASTRAL,100tax+75gen,100,75,10M,16,intron,NA,ASTRAL,NA,3.802
"NJMerge(ASTRAL,AGID)-Serial",100tax+75gen,100,75,10M,16,intron,AGID,ASTRAL,30,21.134514966964698
"NJMerge(ASTRAL,AGID)-Parallel",100tax+75gen,100,75,10M,16,intron,AGID,ASTRAL,30,9.6395149669647
"NJMerge(ASTRAL,log-det)-Serial",100tax+75gen,100,75,10M,16,intron,log-det,ASTRAL,30,9.195
"NJMerge(ASTRAL,log-det)-Parallel",100tax+75gen,100,75,10M,16,intron,log-det,ASTRAL,30,6.754
SVDquartets,100tax+75gen,100,75,10M,16,intron,NA,SVDquartets,NA,257
"NJMerge(SVDquartets,AGID)-Serial",100tax+75gen,100,75,10M,16,intron,AGID,SVDquartets,30,66.18351496696471
"NJMerge(SVDquartets,AGID)-Parallel",100tax+75gen,100,75,10M,16,intron,AGID,SVDquartets,30,24.6535149669647
"NJMerge(SVDquartets,log-det)-Serial",100tax+75gen,100,75,10M,16,intron,log-det,SVDquartets,30,66.91999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+75gen,100,75,10M,16,intron,log-det,SVDquartets,30,25.27
RAxML,100tax+75gen,100,75,10M,16,intron,NA,RAxML,NA,140.201027
"NJMerge(RAxML,AGID)-Serial",100tax+75gen,100,75,10M,16,intron,AGID,RAxML,30,25.991023966964697
"NJMerge(RAxML,AGID)-Parallel",100tax+75gen,100,75,10M,16,intron,AGID,RAxML,30,14.9340659669647
"NJMerge(RAxML,log-det)-Serial",100tax+75gen,100,75,10M,16,intron,log-det,RAxML,30,27.013582
