MTHD,MODL,NTAX,NGEN,TRLN,REPL,DATA,DMAT,STRE,SMAX,SECS
"NJMerge(ASTRAL,log-det)-Parallel",100tax+300gen,100,300,500K,20,exon,log-det,ASTRAL,30,13.017
SVDquartets,100tax+300gen,100,300,500K,20,exon,NA,SVDquartets,NA,367
"NJMerge(SVDquartets,AGID)-Serial",100tax+300gen,100,300,500K,20,exon,AGID,SVDquartets,30,74.211149072647
"NJMerge(SVDquartets,AGID)-Parallel",100tax+300gen,100,300,500K,20,exon,AGID,SVDquartets,30,30.451149072647
"NJMerge(SVDquartets,log-det)-Serial",100tax+300gen,100,300,500K,20,exon,log-det,SVDquartets,30,72.33
"NJMerge(SVDquartets,log-det)-Parallel",100tax+300gen,100,300,500K,20,exon,log-det,SVDquartets,30,29.98
RAxML,100tax+300gen,100,300,500K,20,exon,NA,RAxML,NA,450.904668
"NJMerge(RAxML,AGID)-Serial",100tax+300gen,100,300,500K,20,exon,AGID,RAxML,30,74.876409072647
"NJMerge(RAxML,AGID)-Parallel",100tax+300gen,100,300,500K,20,exon,AGID,RAxML,30,34.237235072646996
"NJMerge(RAxML,log-det)-Serial",100tax+300gen,100,300,500K,20,exon,log-det,RAxML,30,54.203259
"NJMerge(RAxML,log-det)-Parallel",100tax+300gen,100,300,500K,20,exon,log-det,RAxML,30,20.563532000000002
ASTRAL,100tax+300gen,100,300,500K,20,intron,NA,ASTRAL,NA,47.776
"NJMerge(ASTRAL,AGID)-Serial",100tax+300gen,100,300,500K,20,intron,AGID,ASTRAL,30,68.752163066864
"NJMerge(ASTRAL,AGID)-Parallel",100tax+300gen,100,300,500K,20,intron,AGID,ASTRAL,30,19.588163066864
"NJMerge(ASTRAL,log-det)-Serial",100tax+300gen,100,300,500K,20,intron,log-det,ASTRAL,30,25.374
"NJMerge(ASTRAL,log-det)-Parallel",100tax+300gen,100,300,500K,20,intron,log-det,ASTRAL,30,15.591999999999999
SVDquartets,100tax+300gen,100,300,500K,20,intron,NA,SVDquartets,NA,450
"NJMerge(SVDquartets,AGID)-Serial",100tax+300gen,100,300,500K,20,intron,AGID,SVDquartets,30,71.442163066864
"NJMerge(SVDquartets,AGID)-Parallel",100tax+300gen,100,300,500K,20,intron,AGID,SVDquartets,30,24.862163066864
"NJMerge(SVDquartets,log-det)-Serial",100tax+300gen,100,300,500K,20,intron,log-det,SVDquartets,30,83.6
"NJMerge(SVDquartets,log-det)-Parallel",100tax+300gen,100,300,500K,20,intron,log-det,SVDquartets,30,30.84
RAxML,100tax+300gen,100,300,500K,20,intron,NA,RAxML,NA,625.768079
"NJMerge(RAxML,AGID)-Serial",100tax+300gen,100,300,500K,20,intron,AGID,RAxML,30,54.415631066863995
"NJMerge(RAxML,AGID)-Parallel",100tax+300gen,100,300,500K,20,intron,AGID,RAxML,30,20.467235066864
"NJMerge(RAxML,log-det)-Serial",100tax+300gen,100,300,500K,20,intron,log-det,RAxML,30,101.423727
"NJMerge(RAxML,log-det)-Parallel",100tax+300gen,100,300,500K,20,intron,log-det,RAxML,30,52.408776
ASTRAL,100tax+3000gen,100,3000,10M,01,exon,NA,ASTRAL,NA,190.986
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,01,exon,AGID,ASTRAL,30,127.14212107849099
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,01,exon,AGID,ASTRAL,30,45.657121078490995
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,01,exon,log-det,ASTRAL,30,80.757
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,01,exon,log-det,ASTRAL,30,56.182
SVDquartets,100tax+3000gen,100,3000,10M,01,exon,NA,SVDquartets,NA,2034
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,01,exon,AGID,SVDquartets,30,74.255121078491
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,01,exon,AGID,SVDquartets,30,33.625121078491006
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,01,exon,log-det,SVDquartets,30,106.73
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,01,exon,log-det,SVDquartets,30,64.91
RAxML,100tax+3000gen,100,3000,10M,01,exon,NA,RAxML,NA,3742.156727
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,01,exon,AGID,RAxML,30,667.3640700784911
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,01,exon,AGID,RAxML,30,285.255086078491
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,01,exon,log-det,RAxML,30,697.3164959999999
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,01,exon,log-det,RAxML,30,309.651389
ASTRAL,100tax+3000gen,100,3000,10M,01,intron,NA,ASTRAL,NA,67.394
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,01,intron,AGID,ASTRAL,30,97.85606602477999
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,01,intron,AGID,ASTRAL,30,32.41406602478
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,01,intron,log-det,ASTRAL,30,79.203
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,01,intron,log-det,ASTRAL,30,63.028
SVDquartets,100tax+3000gen,100,3000,10M,01,intron,NA,SVDquartets,NA,3937
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,01,intron,AGID,SVDquartets,30,83.59806602478001
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,01,intron,AGID,SVDquartets,30,39.40806602478
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,01,intron,log-det,SVDquartets,30,128.15
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,01,intron,log-det,SVDquartets,30,84.33
RAxML,100tax+3000gen,100,3000,10M,01,intron,NA,RAxML,NA,7148.903537
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,01,intron,AGID,RAxML,30,1150.77134102478
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,01,intron,AGID,RAxML,30,480.28625102478
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,01,intron,log-det,RAxML,30,1244.722862
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,01,intron,log-det,RAxML,30,535.037637
ASTRAL,100tax+3000gen,100,3000,10M,02,exon,NA,ASTRAL,NA,323.519
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,02,exon,AGID,ASTRAL,30,145.19923808670003
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,02,exon,AGID,ASTRAL,30,45.4392380867
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,02,exon,log-det,ASTRAL,30,82.928
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,02,exon,log-det,ASTRAL,30,46.229
SVDquartets,100tax+3000gen,100,3000,10M,02,exon,NA,SVDquartets,NA,1121
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,02,exon,AGID,SVDquartets,30,67.8432380867
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,02,exon,AGID,SVDquartets,30,22.8832380867
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,02,exon,log-det,SVDquartets,30,90.91
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,02,exon,log-det,SVDquartets,30,46.019999999999996
RAxML,100tax+3000gen,100,3000,10M,02,exon,NA,RAxML,NA,1671.272596
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,02,exon,AGID,RAxML,30,183.7327670867
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,02,exon,AGID,RAxML,30,70.5391710867
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,02,exon,log-det,RAxML,30,205.74683999999996
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,02,exon,log-det,RAxML,30,93.43876
ASTRAL,100tax+3000gen,100,3000,10M,02,intron,NA,ASTRAL,NA,164.201
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,02,intron,AGID,ASTRAL,30,126.43277306747399
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,02,intron,AGID,ASTRAL,30,32.828773067474
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,02,intron,log-det,ASTRAL,30,77.569
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,02,intron,log-det,ASTRAL,30,49.313
SVDquartets,100tax+3000gen,100,3000,10M,02,intron,NA,SVDquartets,NA,1904
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,02,intron,AGID,SVDquartets,30,71.56077306747399
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,02,intron,AGID,SVDquartets,30,24.610773067474
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,02,intron,log-det,SVDquartets,30,103.55
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,02,intron,log-det,SVDquartets,30,57.04
RAxML,100tax+3000gen,100,3000,10M,02,intron,NA,RAxML,NA,3279.309339
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,02,intron,AGID,RAxML,30,169.026377067474
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,02,intron,AGID,RAxML,30,55.010294067474
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,02,intron,log-det,RAxML,30,199.64012100000002
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,02,intron,log-det,RAxML,30,83.457213
ASTRAL,100tax+3000gen,100,3000,10M,03,exon,NA,ASTRAL,NA,119.584
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,03,exon,AGID,ASTRAL,30,115.13451095581101
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,03,exon,AGID,ASTRAL,30,34.693510955811
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,03,exon,log-det,ASTRAL,30,72.569
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,03,exon,log-det,ASTRAL,30,48.625
SVDquartets,100tax+3000gen,100,3000,10M,03,exon,NA,SVDquartets,NA,2798
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,03,exon,AGID,SVDquartets,30,78.35451095581101
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,03,exon,AGID,SVDquartets,30,34.094510955811
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,03,exon,log-det,SVDquartets,30,127.22
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,03,exon,log-det,SVDquartets,30,67.11
RAxML,100tax+3000gen,100,3000,10M,03,exon,NA,RAxML,NA,6038.553542
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,03,exon,AGID,RAxML,30,1572.300530955811
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,03,exon,AGID,RAxML,30,701.866540955811
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,03,exon,log-det,RAxML,30,2013.519036
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,03,exon,log-det,RAxML,30,751.644873
ASTRAL,100tax+3000gen,100,3000,10M,03,intron,NA,ASTRAL,NA,49.929
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,03,intron,AGID,ASTRAL,30,96.032063112259
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,03,intron,AGID,ASTRAL,30,26.636063112259
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,03,intron,log-det,ASTRAL,30,73.961
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,03,intron,log-det,ASTRAL,30,57.011
SVDquartets,100tax+3000gen,100,3000,10M,03,intron,NA,SVDquartets,NA,4850
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,03,intron,AGID,SVDquartets,30,91.51206311225899
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,03,intron,AGID,SVDquartets,30,44.312063112259
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,03,intron,log-det,SVDquartets,30,159.79000000000002
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,03,intron,log-det,SVDquartets,30,88.18
RAxML,100tax+3000gen,100,3000,10M,03,intron,NA,RAxML,NA,8625.237322
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,03,intron,AGID,RAxML,30,2948.242835112259
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,03,intron,AGID,RAxML,30,1263.685891112259
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,03,intron,log-det,RAxML,30,3639.5483510000004
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,03,intron,log-det,RAxML,30,1294.767754
ASTRAL,100tax+3000gen,100,3000,10M,04,exon,NA,ASTRAL,NA,320.032
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,04,exon,AGID,ASTRAL,30,159.423628946304
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,04,exon,AGID,ASTRAL,30,64.641628946304
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,04,exon,log-det,ASTRAL,30,95.78699999999999
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,04,exon,log-det,ASTRAL,30,57.495999999999995
SVDquartets,100tax+3000gen,100,3000,10M,04,exon,NA,SVDquartets,NA,1647
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,04,exon,AGID,SVDquartets,30,69.52762894630399
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,04,exon,AGID,SVDquartets,30,31.407628946304
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,04,exon,log-det,SVDquartets,30,95.72999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,04,exon,log-det,SVDquartets,30,55.44
RAxML,100tax+3000gen,100,3000,10M,04,exon,NA,RAxML,NA,4973.946155
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,04,exon,AGID,RAxML,30,385.821421946304
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,04,exon,AGID,RAxML,30,220.21381394630401
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,04,exon,log-det,RAxML,30,391.04712599999993
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,04,exon,log-det,RAxML,30,199.113073
ASTRAL,100tax+3000gen,100,3000,10M,04,intron,NA,ASTRAL,NA,108.265
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,04,intron,AGID,ASTRAL,30,113.81835086250298
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,04,intron,AGID,ASTRAL,30,27.151350862502998
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,04,intron,log-det,ASTRAL,30,85.80199999999999
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,04,intron,log-det,ASTRAL,30,61.597
SVDquartets,100tax+3000gen,100,3000,10M,04,intron,NA,SVDquartets,NA,3155
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,04,intron,AGID,SVDquartets,30,57.279350862502994
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,04,intron,AGID,SVDquartets,30,17.759350862503
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,04,intron,log-det,SVDquartets,30,111.14999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,04,intron,log-det,SVDquartets,30,70.8
RAxML,100tax+3000gen,100,3000,10M,04,intron,NA,RAxML,NA,7429.375262
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,04,intron,AGID,RAxML,30,218.06682686250298
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,04,intron,AGID,RAxML,30,58.059414862503004
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,04,intron,log-det,RAxML,30,461.261662
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,04,intron,log-det,RAxML,30,253.980715
ASTRAL,100tax+3000gen,100,3000,10M,05,exon,NA,ASTRAL,NA,340.519
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,05,exon,AGID,ASTRAL,30,162.680807992935
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,05,exon,AGID,ASTRAL,30,59.745807992935006
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,05,exon,log-det,ASTRAL,30,102.676
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,05,exon,log-det,ASTRAL,30,56.833
SVDquartets,100tax+3000gen,100,3000,10M,05,exon,NA,SVDquartets,NA,1849
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,05,exon,AGID,SVDquartets,30,84.848807992935
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,05,exon,AGID,SVDquartets,30,29.658807992935
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,05,exon,log-det,SVDquartets,30,120.75
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,05,exon,log-det,SVDquartets,30,60.69
RAxML,100tax+3000gen,100,3000,10M,05,exon,NA,RAxML,NA,5270.962539
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,05,exon,AGID,RAxML,30,1015.4577829929349
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,05,exon,AGID,RAxML,30,428.877288992935
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,05,exon,log-det,RAxML,30,988.5565499999999
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,05,exon,log-det,RAxML,30,458.059597
ASTRAL,100tax+3000gen,100,3000,10M,05,intron,NA,ASTRAL,NA,197.447
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,05,intron,AGID,ASTRAL,30,112.88598003768901
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,05,intron,AGID,ASTRAL,30,34.669980037689
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,05,intron,log-det,ASTRAL,30,82.457
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,05,intron,log-det,ASTRAL,30,57.237
SVDquartets,100tax+3000gen,100,3000,10M,05,intron,NA,SVDquartets,NA,3231
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,05,intron,AGID,SVDquartets,30,94.88698003768899
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,05,intron,AGID,SVDquartets,30,32.726980037689
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,05,intron,log-det,SVDquartets,30,114.56
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,05,intron,log-det,SVDquartets,30,64.95
RAxML,100tax+3000gen,100,3000,10M,05,intron,NA,RAxML,NA,9868.840895
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,05,intron,AGID,RAxML,30,1546.6614110376888
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,05,intron,AGID,RAxML,30,657.822453037689
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,05,intron,log-det,RAxML,30,917.715055
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,05,intron,log-det,RAxML,30,299.31578
ASTRAL,100tax+3000gen,100,3000,10M,06,exon,NA,ASTRAL,NA,182.988
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,06,exon,AGID,ASTRAL,30,124.99545505142201
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,06,exon,AGID,ASTRAL,30,48.300455051422
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,06,exon,log-det,ASTRAL,30,71.90700000000001
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,06,exon,log-det,ASTRAL,30,46.681
SVDquartets,100tax+3000gen,100,3000,10M,06,exon,NA,SVDquartets,NA,2065
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,06,exon,AGID,SVDquartets,30,92.389455051422
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,06,exon,AGID,SVDquartets,30,35.97945505142199
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,06,exon,log-det,SVDquartets,30,104.25999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,06,exon,log-det,SVDquartets,30,59.95
RAxML,100tax+3000gen,100,3000,10M,06,exon,NA,RAxML,NA,4514.298973
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,06,exon,AGID,RAxML,30,1269.8637880514218
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,06,exon,AGID,RAxML,30,508.78161205142203
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,06,exon,log-det,RAxML,30,805.574057
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,06,exon,log-det,RAxML,30,335.073814
ASTRAL,100tax+3000gen,100,3000,10M,06,intron,NA,ASTRAL,NA,84.866
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,06,intron,AGID,ASTRAL,30,95.234499053955
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,06,intron,AGID,ASTRAL,30,35.228499053955005
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,06,intron,log-det,ASTRAL,30,75.818
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,06,intron,log-det,ASTRAL,30,59.265
SVDquartets,100tax+3000gen,100,3000,10M,06,intron,NA,SVDquartets,NA,3944
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,06,intron,AGID,SVDquartets,30,109.42449905395502
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,06,intron,AGID,SVDquartets,30,43.154499053955
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,06,intron,log-det,SVDquartets,30,151.55
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,06,intron,log-det,SVDquartets,30,87.53
RAxML,100tax+3000gen,100,3000,10M,06,intron,NA,RAxML,NA,7967.038787
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,06,intron,AGID,RAxML,30,2225.326045053955
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,06,intron,AGID,RAxML,30,845.0593720539549
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,06,intron,log-det,RAxML,30,2029.440827
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,06,intron,log-det,RAxML,30,803.609659
ASTRAL,100tax+3000gen,100,3000,10M,07,exon,NA,ASTRAL,NA,260.31
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,07,exon,AGID,ASTRAL,30,140.336157142639
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,07,exon,AGID,ASTRAL,30,53.267157142639
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,07,exon,log-det,ASTRAL,30,92.456
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,07,exon,log-det,ASTRAL,30,64.013
SVDquartets,100tax+3000gen,100,3000,10M,07,exon,NA,SVDquartets,NA,2836
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,07,exon,AGID,SVDquartets,30,80.034157142639
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,07,exon,AGID,SVDquartets,30,28.114157142639
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,07,exon,log-det,SVDquartets,30,116.78
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,07,exon,log-det,SVDquartets,30,65.48
RAxML,100tax+3000gen,100,3000,10M,07,exon,NA,RAxML,NA,9430.795592
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,07,exon,AGID,RAxML,30,2413.1645801426394
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,07,exon,AGID,RAxML,30,798.419837142639
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,10M,07,exon,log-det,RAxML,30,2682.44771
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,10M,07,exon,log-det,RAxML,30,1028.101826
ASTRAL,100tax+3000gen,100,3000,10M,07,intron,NA,ASTRAL,NA,208.819
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,10M,07,intron,AGID,ASTRAL,30,116.716149969101
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,10M,07,intron,AGID,ASTRAL,30,43.724149969101
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,10M,07,intron,log-det,ASTRAL,30,81.96000000000001
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,10M,07,intron,log-det,ASTRAL,30,61.873
SVDquartets,100tax+3000gen,100,3000,10M,07,intron,NA,SVDquartets,NA,4802
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,10M,07,intron,AGID,SVDquartets,30,100.001149969101
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,10M,07,intron,AGID,SVDquartets,30,39.051149969101
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,10M,07,intron,log-det,SVDquartets,30,140.01999999999998
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,10M,07,intron,log-det,SVDquartets,30,79.97
RAxML,100tax+3000gen,100,3000,10M,07,intron,NA,RAxML,NA,11880.974167
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,10M,07,intron,AGID,RAxML,30,5665.406889969101
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,10M,07,intron,AGID,RAxML,30,2455.193997969101
