Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING
alignment35	Tree35	100	1	1	4.10519	0.224964	0.399998	(((((((SDJ:0.0001888,SEB:0.0001314):0.0514014,((SCE:0.0158512,SHA:0.0181306):0.0297698,SGA:0.119153):0.0015062):0.0406728,(((SHG:0.0313026,(SCC:0.023645,(SDC:0.0066179,SHH:0.0063743):0.0200172):0.0107315):0.0134083,SI:0.031545):0.0183047,(SDB:0.0126067,(SIE:0.0018626,SJH:0.0011814):0.0290268):0.0403412):0.0435211):0.0063332,(((SFD:0.0348468,SFC:0.0149125):0.0155341,SIC:0.045221):0.0585788,(((SBB:0.0433785,SJ:0.0639666):0.00328,(SFH:0.0008523,SJB:0.0004544):0.0867429):0.023945,((SB:0.0354751,((SDA:0.0180748,SG:0.0125673):0.0531437,((SBA:0.0273285,(SEJ:0.0034125,SJD:0.003362):0.020918):0.0546057,(SDH:0.0044095,SHE:0.004297):0.0414134):0.0025685):0.0166201):0.0050786,SBD:0.0612446):0.0080608):0.0099944):0.0063638):0.0018552,(((SGH:0.003488,SIF:0.0049841):0.0130231,(SCD:0.0027171,SEA:0.0030427):0.0059611):0.0431887,(((SIG:0.0415008,SJC:0.0295734):0.0499068,(SHD:0.0132216,((SH:0.0029577,SJA:0.0043329):0.0066448,((SFI:0.0011486,SCH:0.001866):0.0033601,SGF:0.0063069):0.0079654):0.0009784):0.0855143):0.0142486,SII:0.0484611):0.0107662):0.004721):0.0501216,((SED:0.0489648,(SDF:0.0221463,SIH:0.0192357):0.0029131):0.0619874,((((SIA:0.0528641,SHJ:0.0394024):0.0013586,(SC:0.008456,(SEF:0.0038615,SDE:0.0024638):0.0043963):0.0253328):0.0435755,(SGB:0.0482225,((SBH:0.013822,(SBE:0.0020721,SCA:0.002831):0.0119326):0.0213624,SFF:0.0178537):0.0072244):0.0259766):0.0241284,((((SFB:0.0053592,SEI:0.006353):0.0633953,(SGJ:0.0062216,SFE:0.009827):0.0193127):0.0058179,(SBI:0.0102205,SDG:0.0099895):0.0318235):0.0045572,(SCF:0.0094714,SF:0.0039634):0.0635882):0.0484191):0.0297432):0.0069788):0.0053221,((((SBJ:0.0252589,SCI:0.0235721):0.0006291,SJF:0.016411):0.0300782,((SIB:0.0868323,(((((SDD:0.0020627,SEG:0.000828):0.001273,SJJ:0.0047124):0.0052996,SGE:0.0106351):0.0004081,SJG:0.0104899):0.032804,(SBAA:0.0057714,SD:0.0137391):0.020352):0.0235718):0.0014816,((SGC:0.0179033,((((SIJ:0.0240971,SBF:0.0134311):0.0020005,SGG:0.0190265):0.0028539,((SGI:0.0042563,SID:0.0017762):0.0116086,SBC:0.0104732):0.0012737):0.0217679,SFJ:0.0406233):0.0031648):0.010446,(SFG:0.0686622,((SFA:0.0094698,SJI:0.013031):0.000776,SCJ:0.0053207):0.0451248):0.0151295):0.0023036):0.0082052):0.0457766,((((SDI:0.0558467,SE:0.0337566):0.0025481,SCB:0.0353628):0.0153821,SHI:0.060027):0.0451625,((SJE:0.073969,(SHC:0.0589143,(SHB:0.0323498,(SBG:0.0094242,(SEC:0.0086369,SHF:0.0108225):0.0002482):0.0197367):0.0139736):0.0148213):0.0633354,((SEE:0.0102104,SGD:0.0152173):0.0127166,(SEH:0.0029695,SCG:0.0032507):0.0235753):0.0616145):0.0185046):0.0159562):0.0032685);

alignment40	Tree40	100	1	1	3639.22	217.707	400.237	((((((((((SD:6.5136,SGG:12.0252):3.4795,SJE:18.0682):5.5272,SBAA:20.4771):11.1144,(((SJD:18.9691,SHI:30.0239):4.7366,(SBC:31.625,(SHD:8.0859,SBA:10.2676):12.0188):2.0377):26.3902,(((SGA:22.6431,SEH:13.2719):27.3179,SCJ:52.258):0.1536,SFF:37.0246):12.4004):1.7633):6.1956,SFI:84.5353):36.2117,((((SDC:4.3382,SJA:9.5022):0.4418,SFC:5.0607):1.1509,(SGH:5.2341,SEJ:2.9296):5.1493):29.5733,SGJ:33.1515):74.3824):3.9096,(SHA:67.5111,((SDG:22.41,(SJI:24.8564,SDD:14.5349):18.5447):13.0712,(((SEA:14.03,(SDI:3.5162,SDB:3.1085):4.2106):5.5314,SID:11.9404):23.2511,(((SH:41.1466,SDF:17.9141):11.5641,(SCF:20.2515,(SDJ:0.5202,SCB:1.3202):32.9704):7.9957):5.2625,((SIG:8.5607,(SBH:5.2675,SJ:4.354):7.5828):19.9697,(SEE:46.4494,(SI:1.9325,SFB:2.6213):13.8691):6.0812):20.2254):13.7955):1.0064):45.0962):1.9717):23.0086,(SJB:36.0883,(SHG:35.714,(SFE:33.4483,SBE:16.8726):23.6768):9.5448):41.1708):23.5481,((((SIF:25.3019,(((SFG:4.921,SEF:2.4239):4.8007,(SEG:5.9558,SF:5.6891):3.593):16.2843,SGI:30.5942):5.3323):60.7887,((SB:1.6465,SHJ:1.7472):38.6611,((SHE:68.6213,((SJJ:37.3109,SGB:54.5933):1.7303,((SEI:11.3937,(SIA:12.2085,SDH:5.3464):4.4738):10.4108,(SJF:13.7581,((SED:4.793,SFH:6.4776):3.6984,SFJ:14.5444):6.1984):3.6834):23.9449):13.3695):10.1305,SIJ:99.3075):7.8078):4.4516):16.4416,(((SII:7.5399,(SGF:11.1961,(SBJ:10.4426,SJH:6.3717):1.8592):9.2161):31.6115,((SGD:11.4727,SIE:10.6498):16.8725,(((SGC:2.3532,SDE:4.415):5.5038,SGE:4.9558):14.8922,(SHF:15.0147,(SCC:20.0485,SJG:14.2477):3.3825):28.7464):1.6967):1.8214):0.2024,((SFD:12.3677,SBI:26.6656):2.1496,SIB:12.2146):28.5969):84.6438):14.1603,(((SBB:49.8022,(SBF:43.127,((SFA:16.0843,SCD:10.6747):5.6625,(SCG:3.8593,SIH:4.5274):21.026):5.6277):0.3904):37.6401,(SE:37.0904,SJC:18.9451):15.5967):46.5673,(((SHC:20.8441,(SG:5.1907,SBD:3.2665):31.6446):3.0577,(SHB:2.4703,(SCE:3.0367,SBG:1.7765):0.7463):68.2353):4.5504,SC:78.749):19.6546):55.1854):2.4324):26.0799,(((SCI:35.6194,(SEC:6.1191,SCA:4.5667):15.9683):7.3241,SDA:43.1814):86.601,(SEB:31.7058,(SHH:47.4517,(SIC:3.9624,SCH:5.6062):20.4766):3.211):76.1135):52.7475);

alignment41	Tree41	100	1	1	363.922	21.7707	40.0237	((((((((((SD:0.65136,SGG:1.20252):0.34795,SJE:1.80682):0.55272,SBAA:2.04771):1.11144,(((SJD:1.89691,SHI:3.00239):0.47366,(SBC:3.1625,(SHD:0.80859,SBA:1.02676):1.20188):0.20377):2.63902,(((SGA:2.26431,SEH:1.32719):2.73179,SCJ:5.2258):0.01536,SFF:3.70246):1.24004):0.17633):0.61956,SFI:8.45353):3.62117,((((SDC:0.43382,SJA:0.95022):0.04418,SFC:0.50607):0.11509,(SGH:0.52341,SEJ:0.29296):0.51493):2.95733,SGJ:3.31515):7.43824):0.39096,(SHA:6.75111,((SDG:2.241,(SJI:2.48564,SDD:1.45349):1.85447):1.30712,(((SEA:1.403,(SDI:0.35162,SDB:0.31085):0.42106):0.55314,SID:1.19404):2.32511,(((SH:4.11466,SDF:1.79141):1.15641,(SCF:2.02515,(SDJ:0.05202,SCB:0.13202):3.29704):0.79957):0.52625,((SIG:0.85607,(SBH:0.52675,SJ:0.4354):0.75828):1.99697,(SEE:4.64494,(SI:0.19325,SFB:0.26213):1.38691):0.60812):2.02254):1.37955):0.10064):4.50962):0.19717):2.30086,(SJB:3.60883,(SHG:3.5714,(SFE:3.34483,SBE:1.68726):2.36768):0.95448):4.11708):2.35481,((((SIF:2.53019,(((SFG:0.4921,SEF:0.24239):0.48007,(SEG:0.59558,SF:0.56891):0.3593):1.62843,SGI:3.05942):0.53323):6.07887,((SB:0.16465,SHJ:0.17472):3.86611,((SHE:6.86213,((SJJ:3.73109,SGB:5.45933):0.17303,((SEI:1.13937,(SIA:1.22085,SDH:0.53464):0.44738):1.04108,(SJF:1.37581,((SED:0.4793,SFH:0.64776):0.36984,SFJ:1.45444):0.61984):0.36834):2.39449):1.33695):1.01305,SIJ:9.93075):0.78078):0.44516):1.64416,(((SII:0.75399,(SGF:1.11961,(SBJ:1.04426,SJH:0.63717):0.18592):0.92161):3.16115,((SGD:1.14727,SIE:1.06498):1.68725,(((SGC:0.23532,SDE:0.4415):0.55038,SGE:0.49558):1.48922,(SHF:1.50147,(SCC:2.00485,SJG:1.42477):0.33825):2.87464):0.16967):0.18214):0.02024,((SFD:1.23677,SBI:2.66656):0.21496,SIB:1.22146):2.85969):8.46438):1.41603,(((SBB:4.98022,(SBF:4.3127,((SFA:1.60843,SCD:1.06747):0.56625,(SCG:0.38593,SIH:0.45274):2.1026):0.56277):0.03904):3.76401,(SE:3.70904,SJC:1.89451):1.55967):4.65673,(((SHC:2.08441,(SG:0.51907,SBD:0.32665):3.16446):0.30577,(SHB:0.24703,(SCE:0.30367,SBG:0.17765):0.07463):6.82353):0.45504,SC:7.8749):1.96546):5.51854):0.24324):2.60799,(((SCI:3.56194,(SEC:0.61191,SCA:0.45667):1.59683):0.73241,SDA:4.31814):8.6601,(SEB:3.17058,(SHH:4.74517,(SIC:0.39624,SCH:0.56062):2.04766):0.3211):7.61135):5.27475);

alignment42	Tree42	100	1	1	181.961	10.8854	20.0119	((((((((((SD:0.32568,SGG:0.60126):0.173975,SJE:0.90341):0.27636,SBAA:1.02386):0.55572,(((SJD:0.948455,SHI:1.5012):0.23683,(SBC:1.58125,(SHD:0.404295,SBA:0.51338):0.60094):0.101885):1.31951,(((SGA:1.13216,SEH:0.663595):1.3659,SCJ:2.6129):0.00768,SFF:1.85123):0.62002):0.088165):0.30978,SFI:4.22677):1.81059,((((SDC:0.21691,SJA:0.47511):0.02209,SFC:0.253035):0.057545,(SGH:0.261705,SEJ:0.14648):0.257465):1.47867,SGJ:1.65758):3.71912):0.19548,(SHA:3.37556,((SDG:1.1205,(SJI:1.24282,SDD:0.726745):0.927235):0.65356,(((SEA:0.7015,(SDI:0.17581,SDB:0.155425):0.21053):0.27657,SID:0.59702):1.16256,(((SH:2.05733,SDF:0.895705):0.578205,(SCF:1.01258,(SDJ:0.02601,SCB:0.06601):1.64852):0.399785):0.263125,((SIG:0.428035,(SBH:0.263375,SJ:0.2177):0.37914):0.998485,(SEE:2.32247,(SI:0.096625,SFB:0.131065):0.693455):0.30406):1.01127):0.689775):0.05032):2.25481):0.098585):1.15043,(SJB:1.80442,(SHG:1.7857,(SFE:1.67242,SBE:0.84363):1.18384):0.47724):2.05854):1.17741,((((SIF:1.2651,(((SFG:0.24605,SEF:0.121195):0.240035,(SEG:0.29779,SF:0.284455):0.17965):0.814215,SGI:1.52971):0.266615):3.03944,((SB:0.082325,SHJ:0.08736):1.93306,((SHE:3.43107,((SJJ:1.86555,SGB:2.72967):0.086515,((SEI:0.569685,(SIA:0.610425,SDH:0.26732):0.22369):0.52054,(SJF:0.687905,((SED:0.23965,SFH:0.32388):0.18492,SFJ:0.72722):0.30992):0.18417):1.19725):0.668475):0.506525,SIJ:4.96538):0.39039):0.22258):0.82208,(((SII:0.376995,(SGF:0.559805,(SBJ:0.52213,SJH:0.318585):0.09296):0.460805):1.58058,((SGD:0.573635,SIE:0.53249):0.843625,(((SGC:0.11766,SDE:0.22075):0.27519,SGE:0.24779):0.74461,(SHF:0.750735,(SCC:1.00243,SJG:0.712385):0.169125):1.43732):0.084835):0.09107):0.01012,((SFD:0.618385,SBI:1.33328):0.10748,SIB:0.61073):1.42985):4.23219):0.708015,(((SBB:2.49011,(SBF:2.15635,((SFA:0.804215,SCD:0.533735):0.283125,(SCG:0.192965,SIH:0.22637):1.0513):0.281385):0.01952):1.88201,(SE:1.85452,SJC:0.947255):0.779835):2.32837,(((SHC:1.04221,(SG:0.259535,SBD:0.163325):1.58223):0.152885,(SHB:0.123515,(SCE:0.151835,SBG:0.088825):0.037315):3.41177):0.22752,SC:3.93745):0.98273):2.75927):0.12162):1.304,(((SCI:1.78097,(SEC:0.305955,SCA:0.228335):0.798415):0.366205,SDA:2.15907):4.33005,(SEB:1.58529,(SHH:2.37259,(SIC:0.19812,SCH:0.28031):1.02383):0.16055):3.80568):2.63738);

alignment43	Tree43	100	1	1	36.3922	2.17707	4.00237	((((((((((SD:0.065136,SGG:0.120252):0.034795,SJE:0.180682):0.055272,SBAA:0.204771):0.111144,(((SJD:0.189691,SHI:0.300239):0.047366,(SBC:0.31625,(SHD:0.080859,SBA:0.102676):0.120188):0.020377):0.263902,(((SGA:0.226431,SEH:0.132719):0.273179,SCJ:0.52258):0.001536,SFF:0.370246):0.124004):0.017633):0.061956,SFI:0.845353):0.362117,((((SDC:0.043382,SJA:0.095022):0.004418,SFC:0.050607):0.011509,(SGH:0.052341,SEJ:0.029296):0.051493):0.295733,SGJ:0.331515):0.743824):0.039096,(SHA:0.675111,((SDG:0.2241,(SJI:0.248564,SDD:0.145349):0.185447):0.130712,(((SEA:0.1403,(SDI:0.035162,SDB:0.031085):0.042106):0.055314,SID:0.119404):0.232511,(((SH:0.411466,SDF:0.179141):0.115641,(SCF:0.202515,(SDJ:0.005202,SCB:0.013202):0.329704):0.079957):0.052625,((SIG:0.085607,(SBH:0.052675,SJ:0.04354):0.075828):0.199697,(SEE:0.464494,(SI:0.019325,SFB:0.026213):0.138691):0.060812):0.202254):0.137955):0.010064):0.450962):0.019717):0.230086,(SJB:0.360883,(SHG:0.35714,(SFE:0.334483,SBE:0.168726):0.236768):0.095448):0.411708):0.235481,((((SIF:0.253019,(((SFG:0.04921,SEF:0.024239):0.048007,(SEG:0.059558,SF:0.056891):0.03593):0.162843,SGI:0.305942):0.053323):0.607887,((SB:0.016465,SHJ:0.017472):0.386611,((SHE:0.686213,((SJJ:0.373109,SGB:0.545933):0.017303,((SEI:0.113937,(SIA:0.122085,SDH:0.053464):0.044738):0.104108,(SJF:0.137581,((SED:0.04793,SFH:0.064776):0.036984,SFJ:0.145444):0.061984):0.036834):0.239449):0.133695):0.101305,SIJ:0.993075):0.078078):0.044516):0.164416,(((SII:0.075399,(SGF:0.111961,(SBJ:0.104426,SJH:0.063717):0.018592):0.092161):0.316115,((SGD:0.114727,SIE:0.106498):0.168725,(((SGC:0.023532,SDE:0.04415):0.055038,SGE:0.049558):0.148922,(SHF:0.150147,(SCC:0.200485,SJG:0.142477):0.033825):0.287464):0.016967):0.018214):0.002024,((SFD:0.123677,SBI:0.266656):0.021496,SIB:0.122146):0.285969):0.846438):0.141603,(((SBB:0.498022,(SBF:0.43127,((SFA:0.160843,SCD:0.106747):0.056625,(SCG:0.038593,SIH:0.045274):0.21026):0.056277):0.003904):0.376401,(SE:0.370904,SJC:0.189451):0.155967):0.465673,(((SHC:0.208441,(SG:0.051907,SBD:0.032665):0.316446):0.030577,(SHB:0.024703,(SCE:0.030367,SBG:0.017765):0.007463):0.682353):0.045504,SC:0.78749):0.196546):0.551854):0.024324):0.260799,(((SCI:0.356194,(SEC:0.061191,SCA:0.045667):0.159683):0.073241,SDA:0.431814):0.86601,(SEB:0.317058,(SHH:0.474517,(SIC:0.039624,SCH:0.056062):0.204766):0.03211):0.761135):0.527475);

alignment44	Tree44	100	1	1	18.1961	1.08854	2.00119	((((((((((SD:0.032568,SGG:0.060126):0.0173975,SJE:0.090341):0.027636,SBAA:0.102386):0.055572,(((SJD:0.0948455,SHI:0.15012):0.023683,(SBC:0.158125,(SHD:0.0404295,SBA:0.051338):0.060094):0.0101885):0.131951,(((SGA:0.113216,SEH:0.0663595):0.13659,SCJ:0.26129):0.000768,SFF:0.185123):0.062002):0.0088165):0.030978,SFI:0.422677):0.181059,((((SDC:0.021691,SJA:0.047511):0.002209,SFC:0.0253035):0.0057545,(SGH:0.0261705,SEJ:0.014648):0.0257465):0.147867,SGJ:0.165758):0.371912):0.019548,(SHA:0.337556,((SDG:0.11205,(SJI:0.124282,SDD:0.0726745):0.0927235):0.065356,(((SEA:0.07015,(SDI:0.017581,SDB:0.0155425):0.021053):0.027657,SID:0.059702):0.116256,(((SH:0.205733,SDF:0.0895705):0.0578205,(SCF:0.101258,(SDJ:0.002601,SCB:0.006601):0.164852):0.0399785):0.0263125,((SIG:0.0428035,(SBH:0.0263375,SJ:0.02177):0.037914):0.0998485,(SEE:0.232247,(SI:0.0096625,SFB:0.0131065):0.0693455):0.030406):0.101127):0.0689775):0.005032):0.225481):0.0098585):0.115043,(SJB:0.180442,(SHG:0.17857,(SFE:0.167242,SBE:0.084363):0.118384):0.047724):0.205854):0.117741,((((SIF:0.12651,(((SFG:0.024605,SEF:0.0121195):0.0240035,(SEG:0.029779,SF:0.0284455):0.017965):0.0814215,SGI:0.152971):0.0266615):0.303944,((SB:0.0082325,SHJ:0.008736):0.193306,((SHE:0.343107,((SJJ:0.186555,SGB:0.272967):0.0086515,((SEI:0.0569685,(SIA:0.0610425,SDH:0.026732):0.022369):0.052054,(SJF:0.0687905,((SED:0.023965,SFH:0.032388):0.018492,SFJ:0.072722):0.030992):0.018417):0.119725):0.0668475):0.0506525,SIJ:0.496538):0.039039):0.022258):0.082208,(((SII:0.0376995,(SGF:0.0559805,(SBJ:0.052213,SJH:0.0318585):0.009296):0.0460805):0.158058,((SGD:0.0573635,SIE:0.053249):0.0843625,(((SGC:0.011766,SDE:0.022075):0.027519,SGE:0.024779):0.074461,(SHF:0.0750735,(SCC:0.100243,SJG:0.0712385):0.0169125):0.143732):0.0084835):0.009107):0.001012,((SFD:0.0618385,SBI:0.133328):0.010748,SIB:0.061073):0.142985):0.423219):0.0708015,(((SBB:0.249011,(SBF:0.215635,((SFA:0.0804215,SCD:0.0533735):0.0283125,(SCG:0.0192965,SIH:0.022637):0.10513):0.0281385):0.001952):0.188201,(SE:0.185452,SJC:0.0947255):0.0779835):0.232837,(((SHC:0.104221,(SG:0.0259535,SBD:0.0163325):0.158223):0.0152885,(SHB:0.0123515,(SCE:0.0151835,SBG:0.0088825):0.0037315):0.341177):0.022752,SC:0.393745):0.098273):0.275927):0.012162):0.1304,(((SCI:0.178097,(SEC:0.0305955,SCA:0.0228335):0.0798415):0.0366205,SDA:0.215907):0.433005,(SEB:0.158529,(SHH:0.237259,(SIC:0.019812,SCH:0.028031):0.102383):0.016055):0.380568):0.263738);

alignment45	Tree45	100	1	1	3.63922	0.217707	0.400237	((((((((((SD:0.0065136,SGG:0.0120252):0.0034795,SJE:0.0180682):0.0055272,SBAA:0.0204771):0.0111144,(((SJD:0.0189691,SHI:0.0300239):0.0047366,(SBC:0.031625,(SHD:0.0080859,SBA:0.0102676):0.0120188):0.0020377):0.0263902,(((SGA:0.0226431,SEH:0.0132719):0.0273179,SCJ:0.052258):0.0001536,SFF:0.0370246):0.0124004):0.0017633):0.0061956,SFI:0.0845353):0.0362117,((((SDC:0.0043382,SJA:0.0095022):0.0004418,SFC:0.0050607):0.0011509,(SGH:0.0052341,SEJ:0.0029296):0.0051493):0.0295733,SGJ:0.0331515):0.0743824):0.0039096,(SHA:0.0675111,((SDG:0.02241,(SJI:0.0248564,SDD:0.0145349):0.0185447):0.0130712,(((SEA:0.01403,(SDI:0.0035162,SDB:0.0031085):0.0042106):0.0055314,SID:0.0119404):0.0232511,(((SH:0.0411466,SDF:0.0179141):0.0115641,(SCF:0.0202515,(SDJ:0.0005202,SCB:0.0013202):0.0329704):0.0079957):0.0052625,((SIG:0.0085607,(SBH:0.0052675,SJ:0.004354):0.0075828):0.0199697,(SEE:0.0464494,(SI:0.0019325,SFB:0.0026213):0.0138691):0.0060812):0.0202254):0.0137955):0.0010064):0.0450962):0.0019717):0.0230086,(SJB:0.0360883,(SHG:0.035714,(SFE:0.0334483,SBE:0.0168726):0.0236768):0.0095448):0.0411708):0.0235481,((((SIF:0.0253019,(((SFG:0.004921,SEF:0.0024239):0.0048007,(SEG:0.0059558,SF:0.0056891):0.003593):0.0162843,SGI:0.0305942):0.0053323):0.0607887,((SB:0.0016465,SHJ:0.0017472):0.0386611,((SHE:0.0686213,((SJJ:0.0373109,SGB:0.0545933):0.0017303,((SEI:0.0113937,(SIA:0.0122085,SDH:0.0053464):0.0044738):0.0104108,(SJF:0.0137581,((SED:0.004793,SFH:0.0064776):0.0036984,SFJ:0.0145444):0.0061984):0.0036834):0.0239449):0.0133695):0.0101305,SIJ:0.0993075):0.0078078):0.0044516):0.0164416,(((SII:0.0075399,(SGF:0.0111961,(SBJ:0.0104426,SJH:0.0063717):0.0018592):0.0092161):0.0316115,((SGD:0.0114727,SIE:0.0106498):0.0168725,(((SGC:0.0023532,SDE:0.004415):0.0055038,SGE:0.0049558):0.0148922,(SHF:0.0150147,(SCC:0.0200485,SJG:0.0142477):0.0033825):0.0287464):0.0016967):0.0018214):0.0002024,((SFD:0.0123677,SBI:0.0266656):0.0021496,SIB:0.0122146):0.0285969):0.0846438):0.0141603,(((SBB:0.0498022,(SBF:0.043127,((SFA:0.0160843,SCD:0.0106747):0.0056625,(SCG:0.0038593,SIH:0.0045274):0.021026):0.0056277):0.0003904):0.0376401,(SE:0.0370904,SJC:0.0189451):0.0155967):0.0465673,(((SHC:0.0208441,(SG:0.0051907,SBD:0.0032665):0.0316446):0.0030577,(SHB:0.0024703,(SCE:0.0030367,SBG:0.0017765):0.0007463):0.0682353):0.0045504,SC:0.078749):0.0196546):0.0551854):0.0024324):0.0260799,(((SCI:0.0356194,(SEC:0.0061191,SCA:0.0045667):0.0159683):0.0073241,SDA:0.0431814):0.086601,(SEB:0.0317058,(SHH:0.0474517,(SIC:0.0039624,SCH:0.0056062):0.0204766):0.003211):0.0761135):0.0527475);
