mean,median
-0.002533926406380645,-0.0023747743370000005
-0.00045503869264301066,-0.00022590099900000014
-0.00038529440985806464,0.0
-0.00045004068629247307,0.0
-0.0008231467593376345,-0.0007306683160000008
-0.0004609700329032259,-0.0004329284819999989
-0.0037537628790279567,-0.0014380297779999999
-0.0018039721747569893,-0.001502289055
-0.0006742270998086023,0.0
-0.0003017804062516129,0.0
-0.00015885623656344087,0.0
0.0007338939697419354,0.0
0.0003193975300021505,0.0
0.0009809817422645163,0.0010290824120000007
0.0008584033407333335,0.0006680597329999999
-0.0001760490446086021,0.0
-0.0003038851954946237,0.0
-0.0005802603007956993,0.0
-0.0022066287390473125,0.0
0.0001235116846236559,0.0
-0.0024022450490473117,-0.002003465615
-0.0032783594502236563,-0.003511617874
-0.0008433127727827958,-0.00013410909399999994
0.000150529382772043,0.0
-0.0028277206168838705,-0.0018685139219999998
-0.0006004936947161288,0.0
-0.0009091723540559136,0.0
-0.0004233521566860215,0.0
7.708879520215055e-05,0.0
-0.0034724364132967737,-0.002434908966999997
-0.0010680491931225804,-0.0007094298280000003
-0.002835576581802151,-0.0013855590340000005
-0.0025555003660516127,-0.0008464173550000002
-0.0006190026181806451,0.0
-0.00038246544724301066,0.0
-0.0010949059551096775,0.0
2.257008380645179e-06,0.0
-0.0005499537728473118,0.0
-0.0015586532379290325,-0.000811653347
-0.00019118676642150537,0.0
-0.00035953474904946254,-0.00034705885599999996
0.0011154724497333334,0.000904496946
-0.000532804820404301,0.0
0.0005102628666365591,0.00016384171500000155
-0.0016791239161956994,-0.0009543050899999996
-0.0029205828721784945,-0.002337810245999999
-0.0007075672645204301,-0.0004251774420000001
-0.0013766541813290325,-0.0012634334839999998
-0.0016804338394967742,-0.00106553117
0.0003246314867096774,0.0001483768309999997
-0.0005349835656774195,-0.00031531773399999996
-0.0005252165482258063,-0.00039531707799999975
0.00011340541392473104,0.00015783195300000008
0.0005869228452666666,0.0004008544479999999
-0.0012079933413548388,0.0
-0.0006630711919526883,-0.0003358765420000006
-0.00043105174437204307,0.0
-0.002261359663524732,-0.0013991309550000011
-0.0008565945677612905,-0.0008869617759999998
-0.005095811451354838,-0.005449273035000002
-0.001868374091135484,-0.0017718883159999997
-0.0010068758691870968,-0.0006230645199999997
-0.003540258292232258,-0.003036108714
-0.0007517359331741933,-0.00019218306200000004
-0.00163679407048172,-0.000368661035
-0.0008881899599741938,-0.00032603200899999994
-0.0020698056375311824,-0.0012406972610000018
-0.00489205427519785,-0.004123797467000001
-0.0026608051969225807,-0.0019879504119999997
-1.7576876053763494e-05,0.0
-0.000992396511939785,-3.672695300000004e-05
-0.0014669781343655914,-0.0009099452190000001
-0.0007189265555118279,0.0
-0.0022274266987806456,-4.516886899999994e-05
-0.0019079597785612906,-0.0005219430869999996
0.00045214645766666667,0.000157840385
0.0004663306662752689,0.00041362675599999985
-0.0005882259659462365,-0.00050026454
-0.0016907605261268818,-0.00038833620100000026
-0.0018030852150731184,-0.001333237906
-0.004080989616146237,-0.004041814613000001
-0.0038293545730107527,-0.003471339001000001
-0.004205733323191398,-0.0012635325930000002
-0.00413420967024301,-0.0038556738559999987
-0.004034319014615055,-0.0036355603909999997
-0.0011146312345612906,-0.00036433011500000036
-0.001113702796735484,-5.6558978000000384e-05
-0.0012104997130752688,-0.0003152398669999997
-0.0023853647247763445,-0.002233650048
-0.005800202225249461,-0.002505266056
-0.0008299205429419353,0.0
-0.001847799932060215,-0.001697596959
-6.648155379354843e-05,0.0
-0.0008407676206107528,-2.9213232999999658e-05
-0.00338103629624301,-0.0026433275390000005
-0.000974307544440861,-0.0018749058980000004
0.0003231092480430108,0.0
-0.0013602217482731184,-0.00021524475999999985
-0.0035777423466623656,-0.002789190262
-0.0016866466197784948,-0.0004114886279999999
-0.0006118218646215055,0.0
-0.0018314887836903225,-0.0013967492349999996
9.90064140215053e-05,0.0003626391210000005
7.084467489032268e-05,0.0
-0.003881749537365592,-0.0014296960399999975
-0.0002584982763311828,0.0
-0.001358001037262366,-0.0012814735050000001
-0.0025581771774064515,-0.002183236324999999
-0.0026387021486258063,-0.001529245508
-0.002520530684569893,-0.0007843465559999978
-0.001533139973980645,-0.00100078375
-0.000486441127172043,-0.00011606073000000085
-0.001027891085664516,-0.000500193642
-0.0002733854406537635,0.0
-0.0035048827572473117,-0.003171539821
-0.0007807434545677419,0.0
-0.0002543707190688172,0.0
-0.0021499754142129033,-0.001740715395
0.0008464112518838711,0.0003711734710000001
-0.0021591870520258063,-0.001501818607
-0.0010216697370365592,-0.0003005265420000002
-0.0004907123533935487,0.0
-0.0029724191824623655,-0.00241372592
-0.0021895490027139786,-0.0018045288479999998
-0.000509079739346237,0.0
0.00019981435677849464,0.0
-0.00026622943640430114,0.0
-0.004306088774255913,-0.0007585946059999998
-0.003970531774380645,-0.00301014627
-0.003152107284174194,-0.0020242487110000004
-0.0003606682252924732,0.0
-0.00013715570526236562,0.0
-0.0010092275120580645,-0.00023028937100000053
0.0007995005753720431,0.0008086162439999997
-0.003820131318322581,-0.0023905049580000004
-0.0019753545630924727,-0.0013493915030000003
0.00034213517331827973,0.0
-0.003058005298490323,-0.001375279137
-0.002923258394606452,-0.002503759821
-0.0008151254357569891,-0.00035724223999999993
-0.004186099039223656,-0.004010191426999998
-0.004615416241301076,-0.00399917172
-0.0022500417432774196,-0.0005030372419999995
-0.0008462023297655912,-0.00025464886100000014
-0.00045140800453333333,-0.00040236154399999995
-0.0014494277329397847,-0.0002448028970000009
-0.0014915220271827956,-0.001377703864000001
-0.0002588236666494624,0.0
-0.0011542009884408602,-2.0318967999999674e-05
-0.002681528905774194,-0.001043335483
-0.0022894257943505375,0.0
-0.0008920220331655916,-0.00032114656399999993
-0.0027541455897290325,-0.0014169212160000007
-0.001919432487584946,-0.0009909313980000015
-0.0028815339828645163,-0.002504379063
-9.481600911182797e-05,0.0
-0.0012115283379526885,-0.0002036819490000008
-0.00034224544397634427,0.0
-0.000989725893683871,-0.000500143697
-0.0005690698282494625,0.0
-0.002566092483027957,-0.0023840553609999994
-0.0017930983957182795,-0.0012763814299999996
-0.001107818866535484,-0.001000765453
-0.0021121217119935485,-0.002002915196
-0.0017322178626602153,-0.0014211522750000004
-0.00012141740953548379,-0.0001648137870000001
-0.00160172707987957,-0.0006965745100000003
-0.0004532185345870966,0.0
0.0014519476147548385,0.001448567338
-0.0032148261905333335,-0.0025482517509999997
-0.0006080531432258064,0.0
-0.0005812630654516127,0.0
0.00041260880980215054,0.0
-0.0002954959879892473,0.0
-0.0014633841980193551,-0.0009989800420000007
0.00047436392808387093,0.0009283290630000001
-0.0010054193605548386,-0.0008370543659999997
-0.0003041198395268816,-1.6227295000000724e-05
-0.0026361164833634404,-0.0009955081099999995
-0.0037976114994516135,-0.0027203132039999994
-0.000702566472092473,-0.0007218405450000005
-0.0021035397370344085,0.0
-0.0017069374394516124,-0.0008304637999999986
-0.0020671548542881726,-0.0012946077629999997
-0.0052705877739032255,-0.005011388477999999
-0.0002852191297010753,0.0
0.0003169600044516129,0.0
-0.00028794370060215054,0.0
-0.006129123817632258,-0.0033195093179999996
-0.0014153411848021504,-0.00033534568899999976
-0.0011364818117827957,0.0
-0.0025979060952903226,-0.0002828853139999997
-0.0009276968113333333,-0.0006346494530000001
-0.004839824999094624,-0.004501786478000001
8.444146756344098e-05,0.0
-0.0009621472747376342,-0.000835115202
-0.00024421520724731175,0.0
0.00018820442268387087,0.0
-0.0007809518357225803,-0.00043812445500000016
-0.000751686689455914,-0.0008975550799999992
0.0,0.0
-0.002110470687576344,-0.0010582680019999998
-0.0032694348659698925,-0.0038343470869999993
-0.0016581274351612902,-0.00010331907699999941
-0.0029838942997225805,-0.001588271132
7.300117414193549e-05,0.0
0.00025917922566451605,0.0
-0.00043509819411612907,0.0
-0.00156425101972043,-3.162328500000075e-05
-0.005929356682288173,-0.00382648369
-0.002186055499765591,-0.0010100860389999997
-0.001523328800027957,-0.00040445515100000044
-0.001866982552027957,-0.001257520522
-0.0024148970709376343,-0.0014172141059999987
-0.010521104670670968,-0.01135449359
0.0003447055631827955,0.00016209650500000018
-0.0027180769917720432,-0.0010813981120000003
-0.0016971298314451611,-0.0010683738440000002
-0.0011101382037677417,-0.00065758946
0.0002913686395247313,0.0
-0.0003221008149591398,0.0
1.2619490752688162e-05,0.0
-0.0023824855070365587,-0.0010068812690000005
-0.0010135606172021504,-0.00037232352000000045
-0.002888407570107527,-0.001000717855
-0.002135726888154839,-0.0010214082880000003
-0.001255665993012903,0.0
0.00017437837715268817,0.0
-0.0009993708157634408,-0.00031992018399999884
-0.00021262564013763445,0.0
-0.0025927662015483867,-0.001501697644
7.10747256322581e-05,0.00013914803199999853
-0.000676382234017204,0.0
-0.003331965854363441,-0.0020698741360000005
-0.0015897721177268818,0.0
-0.002462609437929032,-0.0018962556020000014
0.001028691137389247,0.0009160913850000002
0.00035324295597204293,0.0
0.00030062792078494626,0.0
-0.001082212197036559,-0.000663381054
-0.0006723471618666663,0.0
-0.00042406412800430126,0.0
0.000821595629688172,0.0002494328829999999
-0.002647265704819355,-0.001748316816
0.0003764559881956989,0.0
-0.0006562557289935484,-0.00028357520599999993
-0.0033497662954774187,-0.0028202598560000004
-0.00045443545703010706,0.0
0.0004098922481182791,0.0013209296449999998
-0.0028385287266494623,-0.0016466275629999985
-0.0027893830915784947,-0.002523234996000002
-0.0012337769906301073,-0.0011749545350000007
-0.003659931080896774,-0.002986896107
-0.0010596066849311826,-0.0005482791179999998
-0.0006144397929935485,-0.00010471204499999925
-0.003932547747292473,-0.0018559134299999999
0.00023465858644731234,7.618334999999997e-05
-0.001267228935133333,0.0
-0.0010510835042516129,-0.0004158881150000005
-0.0017595976316924727,-0.0007021673159999988
-0.0021739609679225806,-0.002187424791
-0.0005057577529698926,0.000221294195
-0.0029715874588688174,-0.00300624089
-0.00019978006905161289,0.0
-0.0008802564629935483,-0.0006192629490000003
-0.004729216654053764,-0.002651927767
-0.0007177455061849462,-0.00017635121900000036
-0.00029160320164516127,0.0
-0.003948765925984947,-0.003392382597
0.0001527697964215056,0.0
-0.004095260269066667,-0.0034424533469999997
-0.0001373614076537632,0.0
-0.000997691113339785,0.0
-0.0010907225781548384,-0.0006091995539999999
0.000285145297716129,0.0
-0.00043111984618924735,0.0
0.0004197607242645162,0.0
-0.0013651668022989247,-0.0010032396889999998
-0.002925616762898925,-0.002466298254999999
-0.00024094138983225753,0.0
-0.00012429214574193563,0.0
-0.0012728729863698924,-0.001002799222999999
0.00044097102347956987,0.0
-0.0008992530984172042,0.0
-0.0009889489989096775,-0.0006173398269999995
-0.004597908231705377,-0.004414337777
-0.0004973547725139787,0.0
0.00025911248766021525,0.0
0.0022660613326,0.0018512849050000002
-2.4234355468817385e-05,5.8843614999999974e-05
-0.001797567610675269,-0.0006839670010000002
-0.0010671328885591398,-0.0005054572709999993
-0.000294009654836559,-0.0001447708340000008
-0.0012020775752881723,-0.00022763034299999986
-0.004350477354608602,-0.003258029104000002
-0.0005160453415032257,0.0
0.0007762818139290324,0.0
-0.00397189286008172,-0.002587714409
-0.005862088292894624,-0.004573416326000002
-0.002991410451086021,-0.0014964611799999986
-0.0015559580609913978,-0.0010459710680000003
0.0002381806825204301,0.0
-0.001272604333572043,-0.000829819933
-0.000997383592744086,-0.0006993334300000001
-0.002646459507260215,-0.0019215436660000003
-0.0021755244268537636,-0.001224529733
-0.0008598170902451613,-0.0011486249310000002
-0.0013506003727956988,-0.00022338381599999995
-0.0020115007448258063,-0.0013332903780000002
-0.0043041499956064525,-0.0035016371079999997
-0.00021519321311827956,-0.00012012221499999986
-0.003933993924307527,-0.0033851032910000023
-0.0027380078912924736,-0.001617372717
0.0004914508101870968,0.00022297439099999965
-0.0028323856595204302,-0.0023939886319999997
-0.0015793289563548387,-0.0016339754319999993
0.00019376613148387086,0.0
-0.0006303806697698925,0.0
-0.0013253479421741928,0.0
0.000328054211172043,0.0003959767760000005
-0.0016739915169182796,-0.0011723100059999997
-1.949732106451623e-05,0.0
0.00021615441610322588,0.0
-0.0006132713465935483,-0.0005208727529999999
-0.00015912138041720424,0.0
-0.00029112699492258063,-2.708325700000007e-05
-0.0008933752061892475,-0.0001891934710000001
-0.00020174713757204304,0.0
-0.0003503074662709677,-0.00018801634599999975
-0.0018619794863483873,-0.00044865641500000004
0.0006574590728946237,0.0001440544059999999
-0.0021568477236150537,-0.001559855767
-0.0006425710459440861,0.0
-0.002278780884475269,-0.0021486888399999994
-0.0023762546100580643,-0.0011145966230000012
-0.0018976191129526883,-0.0018993895180000001
0.00028286204610107526,0.00021809582599999992
0.0001439636127634409,0.00021111832299999973
-0.00315439028044086,-0.0016671791210000004
-0.0016369873692043012,-0.0010246067870000007
-0.0017989031083053765,-0.001025557735
2.2449142008602233e-05,6.100437500000059e-05
0.000811886799236559,0.0005869114659999997
-0.00014569293013763456,0.0
-0.0026244314575333333,-0.0014410054610000007
-0.0009934908402430109,-0.0001787726219999999
-0.009370515977705378,-0.0037341105699999974
-0.00178473219712043,0.0
0.00015990188515698932,0.0
-0.0012551408124344085,-0.00045325667099999946
-0.005101219936023655,-0.004403393726000001
-0.002808540683924731,-0.0022288553200000005
-0.00023166217616129033,0.0
-0.004283207986382795,-0.003438211749
-0.00023852652963010754,0.0
-0.0009810807002774192,0.0
-0.0029350725603612907,-0.0022156702380000002
0.0003650326240086024,0.0005123547289999997
0.000324371881892473,0.00030795596100000044
-0.0011823843941935483,-4.6767436999999956e-05
0.00020434484452258069,0.0009210064279999985
-0.00033585186465806473,0.0
-0.00019713922129892467,0.0
-0.00010356802441505373,0.0
6.258167991397861e-05,0.0
-0.0011676676935032258,-0.0007106653709999999
-5.0686444094623646e-05,0.0
-0.0006227326305677419,-0.000500191268
-0.00147385611707957,-0.000911626732000001
-0.0012590480925698925,-0.0006842201750000007
-0.002750955431329032,-0.0024089623210000015
-0.0007018239398258066,-0.00036609898299999957
-0.0015537801421032262,-0.0007634094740000003
-0.00036212122742795697,-7.586079299999951e-05
-0.0029383021562064517,-0.002402409480000001
-2.3685449268817242e-05,0.0
-0.00423388544267742,-0.0027963452099999996
-0.0001036721837483871,0.0
-0.002270364598995699,-0.002037140302000001
-0.0007321191246344084,0.0
0.0010702367793720433,0.0004112156519999995
-0.0013592714762688171,-0.0009487063759999999
-0.00013494136977204303,0.0
-0.0024566483600709683,-0.0004926950229999999
0.0008557471621892471,0.00012800243899999987
-0.000641817970531183,0.00010980105200000118
-0.0003071891004129035,0.0
-0.0031741344576645156,-6.827669900000017e-05
0.0001631758549354838,0.0
-0.0011124007746408603,-0.0009651656799999999
-0.008415773180449464,-0.006447037505
-0.0034539854799763444,-0.0028385223169999987
-0.00019600267700645158,0.0
-0.0014356980506473123,-0.00011578549700000038
-0.003130365378445161,-0.0024793912620000007
-0.0021390895653290326,-0.0017606987420000011
-0.002941746319851613,-0.0021186962799999995
0.0002712912415720434,0.0
-0.000743797698215054,0.0
-0.00015527743927311826,0.0
-0.00160983109147957,-0.001588042752
-0.0006468069735849463,0.0
0.0002812768164903226,0.000266591073
-0.0018591225499978497,-0.001215916874
-0.002171395559086022,-0.0009071009139999999
-0.0016133814766731184,0.0
-0.0017994072395483868,-0.00023945562700000006
-0.00117689403904086,0.0
-0.0007208637434989247,-0.00043956527900000045
-0.009831995287055917,-0.008905962301
-3.0049914761290374e-05,0.0
-0.0009344798130731182,-0.00040369043599999994
-0.0006673459530387095,0.0
-0.003990698621305376,-0.0034451677599999994
-0.00017686241131828012,0.0
-7.961089069462344e-05,0.0
-0.0028735607109376345,-0.0022910439269999998
-0.0008085230866903225,-0.000458993316
0.00018471835250752697,0.0
-0.003875546677883871,-0.0037870380020000004
-0.0013218080470279569,-0.0002474673329999999
-0.000958791038632258,0.0
-0.005056173742268817,-0.003724823226999999
-0.0016794130626645158,-0.0014672181019999998
-0.005317100234941936,-0.004394078821
-0.0013529088999913981,0.0
-0.008041288543288172,-0.006492466876
0.0005852343674924731,0.000851369252
-0.0005076306259311829,0.0
-0.006974005190141935,-0.005364256692000001
-0.0027496080018623655,-0.001362473312
-0.0010217988136537635,-0.000943970264
-0.0024636266636258062,-0.0020475996509999976
-0.0007322527835268818,-0.00020192270200000044
0.0009472509986903228,0.0
-0.0005276847649354845,0.0
-0.00010855090192043018,0.0
-0.000947057654148387,-7.070314600000037e-05
-0.0012793097616086019,-0.0011656714829999994
0.00011578293288817209,2.3804082000000205e-05
3.37119140731181e-05,0.0
-0.0007986479326086022,-0.0008289139700000002
-0.00450618383508172,-0.003234194204
-0.0030888415444623655,-0.0028702459789999996
-0.0005227359357010753,0.0
-0.000597656699043011,-0.000549896599
-0.004021309171103226,-0.0029026006010000015
-0.0016318476362172042,-0.0006185032200000003
-0.0022818591614559135,0.0
-0.0024809646667139783,-0.0008376096399999996
-0.003826810166189247,-0.004263535269999999
-0.00018274594354838705,0.0
-0.0008579386914537634,-0.0005094511119999989
-0.0028604630456860215,-0.00022846033400000017
-0.001963974130621505,-0.002002876927
-0.0018171279164559142,-0.0014930779769999998
-0.000993991840167742,-0.00024231998700000013
-0.00033066626576129055,0.0
-0.0010930864048602149,-0.0012540525289999995
0.0007102046617397848,0.0
-0.0030559275800387097,-0.0013963960979999999
-0.0011404071416580646,-0.0009212322010000002
-0.0016709634359849462,-0.0008044320149999994
-0.0008606694538172044,-0.00017144394699999954
-0.002830208144658064,-0.0018087049029999998
-6.812304043010752e-05,0.0
-0.0041956082824,-0.0034699003510000005
-0.0002447193052559141,0.0
-0.0012018174512301077,-0.0013618012369999999
-0.002574687677823656,-0.0013572945610000006
-0.0036294454535677413,-0.002114761396
-0.0013408943169354837,-0.0013701186070000006
-0.002440564697135484,-0.0015775435780000027
-0.0010718070050387094,-0.0003152931510000002
-0.0019436488563483872,-0.0017039884959999998
-0.005039836219077419,-0.004023266589
-0.0008566147669806451,-0.000298147197
-0.0035432072250602153,-0.002295803201999999
-0.0005909768311483871,-0.00011517096899999997
-0.0026496579529376348,-0.001673334977
0.00028281348063225815,0.0003067439939999986
-0.0001313412617655912,0.0
-0.0004191685535268818,0.0
0.00032455763901290374,0.00024733061899999756
-0.0015310937614795698,-0.0014519656610000008
-0.0003979665666688174,-0.00015767486900000044
-0.0021878227017978493,0.0
-0.0001588142013849462,0.0
0.00048464435785806437,0.0
-0.0012982536932623656,0.0
-0.0008363101637956986,0.0
-0.0006522475830344086,0.0
-0.0012814341657741933,0.0
-0.0018886269700989246,-0.0011903557440000002
-0.001394118944903226,-0.0009805449840000003
0.0007121228322860213,0.001075445428
-0.001882829146152688,-0.000470209569
-0.0015266161046064517,-0.0008748795539999998
-0.0033420809458430106,-0.001748811153000001
-0.00010880115244301081,0.0
0.00059169567107957,0.0003311023870000002
-0.00118491190735914,-0.0011203296309999994
-0.001619336828372043,-0.001131533235
-5.629652706451629e-05,-3.5615334000000526e-05
-0.001480342061544086,-0.0006913094490000014
-0.0009776686186946236,-0.001000774118
-0.0019175625074236559,-0.0022328179999999993
-0.0016012983716451614,-0.0014069835749999995
-0.0020563596224623657,-0.0011767658440000007
-0.0012816351109247316,-0.0009093863880000001
-0.002485877488498925,-0.0003379009040000002
-0.00037742181898279566,0.0
-0.0009848099581311828,-0.0007288245190000002
0.0002072470134086023,0.0
-0.0019452463196258062,-0.0012295188729999993
-0.0019165058013440861,-0.00014732141700000024
-0.0023006789791505376,-0.0017186309519999993
-0.0017735559809032256,-0.001159361125000001
-0.0011881701694387097,-0.0006576624169999999
-0.0007486757512989247,0.0
-0.00179680204964086,-0.0002160922380000001
0.0004077480111849463,0.0
-0.0018552131713440861,-0.001093943172
-0.0007145105913591396,-0.000205408931
-0.0018533277233032262,-0.0006195173929999997
0.0002987266740580645,0.0
-0.0010145515665182796,-0.0006709306329999998
0.0006557812811720427,0.000629738964
-0.0016533629410559142,-0.0013633531939999995
0.000405281250896774,0.0
-0.0009973644472344083,-0.00024193115800000015
-0.0013894504331333334,-0.0008642058700000024
-0.0034101993751483877,-0.0033939651909999993
-0.0003936593864989245,0.0004809988940000002
-0.004937254403974193,-0.0032912298029999995
-0.0017743609510430108,-0.0014435651
-0.0011062375856989244,-0.00038749890399999987
-0.0013607582529935483,-0.0011208253340000002
-0.0013498004702860215,-0.0008700187490000011
-0.000620491560860215,-0.0001514223509999999
-0.0019847313659075265,-0.001608615461000001
-0.00037190326880860247,0.0
-0.0009493136890365591,0.0
-0.0024465056317655915,-0.0019459150749999987
-0.003493877918184946,-0.0027845909129999985
-0.0023948361893591395,-0.0020138274529999996
-0.0009719856462580646,-0.00024608728600000046
-9.571188631397847e-05,0.0
-0.0028143227570752685,-0.001403730589
-0.0003131924347268816,0.0
-0.002370395780027957,-0.0016209807199999982
-0.0028818148186107524,-0.001646632230999999
-0.0005372039318537634,-0.00038144010599999983
-0.0024542662337290323,-0.0016800228660000006
-0.005941525271421505,-0.0053584025359999995
-0.002844477924804301,-0.0008239886599999994
-0.0004389393836903225,0.0
-0.001667539146449462,-0.0012208184970000004
-0.0003388217084731183,-6.152574300000071e-05
-0.0003952233716537634,0.0
-0.002848215489911828,-0.0017614599839999995
-0.00037132648217849456,-8.774631699999991e-05
-0.0010823038637290325,-0.00033713933299999994
-0.003713443480830108,-0.001502501036
-0.001324555286227957,-0.0006615470089999997
-0.0002876613254838711,0.0
-0.00048528947237204287,0.0
-0.00015273065677204293,0.0
-0.0011634231668602147,-0.0010853904389999999
-0.0010638510443075268,-0.0006480851770000002
-0.0025450862898473117,-0.0018235281670000002
-0.0012876924665376345,-0.0004626442719999997
-0.0011048592907075268,-0.0009151117620000001
0.0010575877815935484,0.0006946872470000006
-0.0004316194060559141,-1.3333315999999526e-05
-0.00041552305794193543,0.0
-0.0002484934636516128,0.0
-0.005712867708694624,-0.003559510089999999
-0.0014034823082021508,-0.0014228769
-0.0011313264225784945,-4.396249000001434e-06
1.7615910094623774e-05,0.0
-0.00011045117590537634,0.0
-0.001678237508580645,0.0
-0.006659318246206452,-0.00568072205
-0.0010226666730215053,-0.00031203699499999984
-0.0005939781860602151,-0.0003638889509999998
-0.00455488209236129,-0.004478687953
0.00043036549769677425,0.000369249409
0.0001208677335548388,0.0
-4.326999840860229e-05,0.0
-0.0021668819899913977,-0.0015292957030000002
-0.0036270767936817205,-0.0015577862879999974
-0.001097713757795699,-0.0005625291680000002
-0.0036386505778946234,-0.0021889531900000005
-0.0013876442312731184,-0.0007530648220000005
-0.001123033332752688,-0.0001459324680000004
0.00014955035831612918,0.0
-0.0006142939537956991,0.0
-0.0009626402105225807,-0.00016836769099999984
-0.0005489446829720431,-3.785854299999999e-05
0.00031289147147741926,2.5428921999999868e-05
-0.0006981219630559139,-8.206267000000073e-05
-0.0011993312396150536,-3.694774199999992e-05
-0.001366524351875269,-0.0005570482000000002
-0.003572858102380645,-0.0035629707210000014
-0.002199541513135484,-0.001766872614
-0.0022342492985225806,-0.0013262680950000012
0.0005387149524666667,8.074900799999994e-05
-0.0018262620492064516,-0.000876365435
-0.0006554715354000002,-0.00047686735500000006
0.0005458554259698926,0.0001479380320000001
-0.0010088702804043014,-8.526498000000198e-06
-0.0028126488556322582,-0.0025393173260000006
-0.0009220307237333335,-0.00020218437399999872
-0.000711054301948387,0.0
-0.0015665776019376345,0.0
-0.0002695474656322581,-0.00025855583499999986
-0.0003038854271634407,0.0
-0.0016584821245784946,-0.0015521451029999996
0.0008307382960774193,0.00046490882500000005
-0.0007169710740215055,0.0
-0.0005656132768774194,0.0
0.0008342206434365592,0.000597373611
-0.000493769004298925,0.000249037687
-0.002223535319075269,-0.0017467927969999995
-0.0037710833784279567,-0.00047015537300000056
-0.0008058819703677419,-0.00037586202699999884
-0.003969653275855914,-0.003858953046
-9.238831634623652e-05,0.0
-0.0031285068406451616,-0.002100619967
-0.001161119103544086,-0.0003908958840000004
-0.0019884240781763442,-0.0012224707000000003
-0.002912812292627957,-0.0015887773549999999
0.0013751404417053764,0.001486054623999998
-0.0004254369372709677,-0.00021316193600000007
-0.0009024381740387094,-0.00013918597699999957
-0.00017508064834408603,0.0
-3.536586420215057e-05,0.0
0.0001918262687849463,0.0
-0.0031819606869075267,-0.0025253084059999997
-0.002514827799015054,-0.0022250702589999977
0.0010232750069376344,0.0007625050129999996
-0.0016478566201333334,-0.000500272419
-0.002537538819707527,-0.0020503027209999997
-0.00288496042263871,-0.001126503031999999
0.0004391168525569892,0.000322369399
-0.0010516352129139785,-0.0008346381849999992
-0.0010033647094666667,-0.000500250402
0.0003330730918408601,0.0
-0.000686963533492473,0.0
-0.0017154114802709678,-0.000695881268
-0.0003733578627311829,0.0
0.0002299254237913978,0.0
-0.0017703749007827961,0.0
-0.0008212336531677418,-0.0001333318430000001
-0.0006949988948193551,-0.000500256809
-0.0015137766349290324,0.0
-0.000138623756812903,0.0
